code_region;region;departement;rang_vaccinal;date_debut_semaine;nb
32;HDF;60;1;15/02/2021;2749
32;HDF;60;2;15/02/2021;3781
32;HDF;60;1;22/02/2021;3275
32;HDF;60;2;22/02/2021;2530
32;HDF;60;1;01/03/2021;6208
32;HDF;60;2;01/03/2021;486
32;HDF;60;1;08/03/2021;8879
32;HDF;60;2;08/03/2021;1739
32;HDF;60;1;15/03/2021;10490
32;HDF;60;2;15/03/2021;2739
32;HDF;60;1;22/03/2021;14611
32;HDF;60;2;22/03/2021;3542
32;HDF;60;1;29/03/2021;12088
32;HDF;60;2;29/03/2021;5935
32;HDF;60;1;05/04/2021;4972
32;HDF;60;2;05/04/2021;8191
32;HDF;60;1;12/04/2021;3845
32;HDF;60;2;12/04/2021;11574
32;HDF;60;1;19/04/2021;2008
32;HDF;60;2;19/04/2021;15645
32;HDF;60;1;26/04/2021;998
32;HDF;60;2;26/04/2021;11941
28;NOR;61;1;18/01/2021;3145
28;NOR;61;2;18/01/2021;4
28;NOR;61;1;25/01/2021;2653
28;NOR;61;2;25/01/2021;86
28;NOR;61;1;01/02/2021;2085
28;NOR;61;2;01/02/2021;647
28;NOR;61;1;08/02/2021;1238
28;NOR;61;2;08/02/2021;2032
28;NOR;61;1;15/02/2021;371
28;NOR;61;2;15/02/2021;2997
28;NOR;61;1;22/02/2021;111
28;NOR;61;2;22/02/2021;2526
28;NOR;61;1;01/03/2021;772
28;NOR;61;2;01/03/2021;1981
28;NOR;61;1;08/03/2021;2988
28;NOR;61;2;08/03/2021;809
28;NOR;61;1;15/03/2021;3384
28;NOR;61;2;15/03/2021;78
28;NOR;61;1;22/03/2021;4985
28;NOR;61;2;22/03/2021;61
28;NOR;61;1;29/03/2021;5671
28;NOR;61;2;29/03/2021;773
28;NOR;61;1;05/04/2021;4084
28;NOR;61;2;05/04/2021;3109
28;NOR;61;1;12/04/2021;2022
28;NOR;61;2;12/04/2021;3576
28;NOR;61;1;19/04/2021;224
28;NOR;61;2;19/04/2021;5325
28;NOR;61;1;26/04/2021;58
28;NOR;61;2;26/04/2021;5346
32;HDF;62;1;18/01/2021;7180
32;HDF;62;2;18/01/2021;2
32;HDF;62;1;25/01/2021;3699
32;HDF;62;2;25/01/2021;612
32;HDF;62;1;01/02/2021;194
32;HDF;62;2;01/02/2021;2334
32;HDF;62;1;08/02/2021;1784
32;HDF;62;2;08/02/2021;4321
32;HDF;62;1;15/02/2021;4538
32;HDF;62;2;15/02/2021;6788
32;HDF;62;1;22/02/2021;6473
32;HDF;62;2;22/02/2021;2919
32;HDF;62;1;01/03/2021;21844
32;HDF;62;2;01/03/2021;378
32;HDF;62;1;08/03/2021;27180
32;HDF;62;2;08/03/2021;1669
32;HDF;62;1;15/03/2021;29811
32;HDF;62;2;15/03/2021;3258
32;HDF;62;1;22/03/2021;28268
32;HDF;62;2;22/03/2021;4798
32;HDF;62;1;29/03/2021;18778
32;HDF;62;2;29/03/2021;15978
32;HDF;62;1;05/04/2021;4064
32;HDF;62;2;05/04/2021;27720
32;HDF;62;1;12/04/2021;2660
32;HDF;62;2;12/04/2021;28114
32;HDF;62;1;19/04/2021;1041
32;HDF;62;2;19/04/2021;29588
32;HDF;62;1;26/04/2021;1056
32;HDF;62;2;26/04/2021;16225
84;ARA;63;1;18/01/2021;3542
84;ARA;63;1;25/01/2021;3763
84;ARA;63;2;25/01/2021;299
84;ARA;63;1;01/02/2021;3136
84;ARA;63;2;01/02/2021;1047
84;ARA;63;1;08/02/2021;2837
84;ARA;63;2;08/02/2021;1326
84;ARA;63;1;15/02/2021;1057
84;ARA;63;2;15/02/2021;3023
84;ARA;63;1;22/02/2021;1229
84;ARA;63;2;22/02/2021;3195
84;ARA;63;1;01/03/2021;3554
84;ARA;63;2;01/03/2021;2867
84;ARA;63;1;08/03/2021;4457
84;ARA;63;2;08/03/2021;2469
84;ARA;63;1;15/03/2021;8247
84;ARA;63;2;15/03/2021;1008
84;ARA;63;1;22/03/2021;11914
84;ARA;63;2;22/03/2021;703
84;ARA;63;1;29/03/2021;9920
84;ARA;63;2;29/03/2021;2397
84;ARA;63;1;05/04/2021;4956
84;ARA;63;2;05/04/2021;3257
84;ARA;63;1;12/04/2021;1898
84;ARA;63;2;12/04/2021;8403
84;ARA;63;1;19/04/2021;564
84;ARA;63;2;19/04/2021;11791
84;ARA;63;1;26/04/2021;660
84;ARA;63;2;26/04/2021;10614
75;NAQ;64;1;18/01/2021;4047
75;NAQ;64;2;18/01/2021;2
75;NAQ;64;1;25/01/2021;4095
75;NAQ;64;2;25/01/2021;414
75;NAQ;64;1;01/02/2021;3837
75;NAQ;64;2;01/02/2021;776
75;NAQ;64;1;08/02/2021;3427
75;NAQ;64;2;08/02/2021;1383
75;NAQ;64;1;15/02/2021;875
75;NAQ;64;2;15/02/2021;4076
75;NAQ;64;1;22/02/2021;3116
75;NAQ;64;2;22/02/2021;3970
75;NAQ;64;1;01/03/2021;4660
75;NAQ;64;2;01/03/2021;3925
75;NAQ;64;1;08/03/2021;7034
75;NAQ;64;2;08/03/2021;3401
75;NAQ;64;1;15/03/2021;13048
75;NAQ;64;2;15/03/2021;819
75;NAQ;64;1;22/03/2021;14154
75;NAQ;64;2;22/03/2021;2991
75;NAQ;64;1;29/03/2021;14287
75;NAQ;64;2;29/03/2021;3612
75;NAQ;64;1;05/04/2021;11047
75;NAQ;64;2;05/04/2021;6311
75;NAQ;64;1;12/04/2021;3228
75;NAQ;64;2;12/04/2021;12572
75;NAQ;64;1;19/04/2021;1408
75;NAQ;64;2;19/04/2021;13080
75;NAQ;64;1;26/04/2021;339
75;NAQ;64;2;26/04/2021;13054
76;OCC;65;1;18/01/2021;553
76;OCC;65;2;18/01/2021;1
76;OCC;65;1;25/01/2021;1159
76;OCC;65;2;25/01/2021;55
76;OCC;65;1;01/02/2021;1179
76;OCC;65;2;01/02/2021;794
76;OCC;65;1;08/02/2021;1224
76;OCC;65;2;08/02/2021;1179
76;OCC;65;1;15/02/2021;755
76;OCC;65;2;15/02/2021;2299
76;OCC;65;1;22/02/2021;605
76;OCC;65;2;22/02/2021;2430
76;OCC;65;1;01/03/2021;2458
76;OCC;65;2;01/03/2021;1709
76;OCC;65;1;08/03/2021;1893
76;OCC;65;2;08/03/2021;1209
76;OCC;65;1;15/03/2021;2788
76;OCC;65;2;15/03/2021;659
76;OCC;65;1;22/03/2021;4123
76;OCC;65;2;22/03/2021;584
76;OCC;65;1;29/03/2021;5228
76;OCC;65;2;29/03/2021;1479
76;OCC;65;1;05/04/2021;4349
76;OCC;65;2;05/04/2021;1623
76;OCC;65;1;12/04/2021;4944
76;OCC;65;2;12/04/2021;2850
76;OCC;65;1;19/04/2021;2911
76;OCC;65;2;19/04/2021;4462
76;OCC;65;1;26/04/2021;18
76;OCC;65;2;26/04/2021;4474
76;OCC;66;1;18/01/2021;3445
76;OCC;66;2;18/01/2021;47
76;OCC;66;1;25/01/2021;4061
76;OCC;66;2;25/01/2021;324
76;OCC;66;1;01/02/2021;3518
76;OCC;66;2;01/02/2021;1021
76;OCC;66;1;08/02/2021;2932
76;OCC;66;2;08/02/2021;2133
76;OCC;66;1;15/02/2021;1866
76;OCC;66;2;15/02/2021;3649
76;OCC;66;1;22/02/2021;2003
76;OCC;66;2;22/02/2021;3559
76;OCC;66;1;01/03/2021;2390
76;OCC;66;2;01/03/2021;3341
76;OCC;66;1;08/03/2021;3530
76;OCC;66;2;08/03/2021;2623
76;OCC;66;1;15/03/2021;4574
76;OCC;66;2;15/03/2021;1679
76;OCC;66;1;22/03/2021;5677
76;OCC;66;2;22/03/2021;1854
76;OCC;66;1;29/03/2021;6742
76;OCC;66;2;29/03/2021;1225
76;OCC;66;1;05/04/2021;3450
76;OCC;66;2;05/04/2021;2909
76;OCC;66;1;12/04/2021;3606
76;OCC;66;2;12/04/2021;4896
76;OCC;66;1;19/04/2021;1689
76;OCC;66;2;19/04/2021;6030
76;OCC;66;1;26/04/2021;1388
76;OCC;66;2;26/04/2021;6034
44;GES;67;1;18/01/2021;6576
44;GES;67;2;18/01/2021;9
44;GES;67;1;25/01/2021;4031
44;GES;67;2;25/01/2021;602
44;GES;67;1;01/02/2021;5979
44;GES;67;2;01/02/2021;1863
44;GES;67;1;08/02/2021;5527
44;GES;67;2;08/02/2021;2833
44;GES;67;1;15/02/2021;4076
44;GES;67;2;15/02/2021;5629
44;GES;67;1;22/02/2021;4059
44;GES;67;2;22/02/2021;4886
44;GES;67;1;01/03/2021;3578
44;GES;67;2;01/03/2021;5982
44;GES;67;1;08/03/2021;6384
44;GES;67;2;08/03/2021;4856
44;GES;67;1;15/03/2021;9557
44;GES;67;2;15/03/2021;3012
44;GES;67;1;22/03/2021;12918
44;GES;67;2;22/03/2021;2248
44;GES;67;1;29/03/2021;13632
44;GES;67;2;29/03/2021;2177
44;GES;67;1;05/04/2021;12930
44;GES;67;2;05/04/2021;4666
44;GES;67;1;12/04/2021;10720
44;GES;67;2;12/04/2021;9745
44;GES;67;1;19/04/2021;6855
44;GES;67;2;19/04/2021;13975
44;GES;67;1;26/04/2021;6570
44;GES;67;2;26/04/2021;12877
44;GES;68;1;18/01/2021;2935
44;GES;68;1;25/01/2021;4444
44;GES;68;2;25/01/2021;694
44;GES;68;1;01/02/2021;4301
44;GES;68;2;01/02/2021;518
44;GES;68;1;08/02/2021;5327
44;GES;68;2;08/02/2021;288
44;GES;68;1;15/02/2021;3004
44;GES;68;2;15/02/2021;2586
44;GES;68;1;22/02/2021;2636
44;GES;68;2;22/02/2021;4481
44;GES;68;1;01/03/2021;7055
44;GES;68;2;01/03/2021;4363
44;GES;68;1;08/03/2021;7928
44;GES;68;2;08/03/2021;4902
44;GES;68;1;15/03/2021;9340
44;GES;68;2;15/03/2021;2766
44;GES;68;1;22/03/2021;10256
44;GES;68;2;22/03/2021;2525
44;GES;68;1;29/03/2021;6668
44;GES;68;2;29/03/2021;4758
44;GES;68;1;05/04/2021;6374
44;GES;68;2;05/04/2021;7948
44;GES;68;1;12/04/2021;6140
44;GES;68;2;12/04/2021;9664
44;GES;68;1;19/04/2021;2395
44;GES;68;2;19/04/2021;10130
44;GES;68;1;26/04/2021;1273
44;GES;68;2;26/04/2021;6262
84;ARA;69;1;18/01/2021;10530
84;ARA;69;2;18/01/2021;7
84;ARA;69;1;25/01/2021;10600
84;ARA;69;2;25/01/2021;863
84;ARA;69;1;01/02/2021;3840
84;ARA;69;2;01/02/2021;2189
84;ARA;69;1;08/02/2021;5988
84;ARA;69;2;08/02/2021;5758
84;ARA;69;1;15/02/2021;3568
84;ARA;69;2;15/02/2021;11681
84;ARA;69;1;22/02/2021;3423
84;ARA;69;2;22/02/2021;10387
84;ARA;69;1;01/03/2021;13025
84;ARA;69;2;01/03/2021;4230
84;ARA;69;1;08/03/2021;17583
84;ARA;69;2;08/03/2021;3876
84;ARA;69;1;15/03/2021;21675
84;ARA;69;2;15/03/2021;1716
84;ARA;69;1;22/03/2021;22438
84;ARA;69;2;22/03/2021;2858
84;ARA;69;1;29/03/2021;23920
84;ARA;69;2;29/03/2021;11749
84;ARA;69;1;05/04/2021;18933
84;ARA;69;2;05/04/2021;17011
84;ARA;69;1;12/04/2021;10454
84;ARA;69;2;12/04/2021;23464
84;ARA;69;1;19/04/2021;6915
84;ARA;69;2;19/04/2021;23225
84;ARA;69;1;26/04/2021;2906
84;ARA;69;2;26/04/2021;26162
27;BFC;70;1;18/01/2021;1399
27;BFC;70;1;25/01/2021;1424
27;BFC;70;1;01/02/2021;1471
27;BFC;70;2;01/02/2021;20
27;BFC;70;1;08/02/2021;880
27;BFC;70;2;08/02/2021;1298
27;BFC;70;1;15/02/2021;737
27;BFC;70;2;15/02/2021;856
27;BFC;70;1;22/02/2021;214
27;BFC;70;2;22/02/2021;1111
27;BFC;70;1;01/03/2021;1819
27;BFC;70;2;01/03/2021;1281
27;BFC;70;1;08/03/2021;2282
27;BFC;70;2;08/03/2021;883
27;BFC;70;1;15/03/2021;3219
27;BFC;70;2;15/03/2021;708
27;BFC;70;1;22/03/2021;4549
27;BFC;70;2;22/03/2021;711
27;BFC;70;1;29/03/2021;2982
27;BFC;70;2;29/03/2021;1748
27;BFC;70;1;05/04/2021;2005
27;BFC;70;2;05/04/2021;2244
27;BFC;70;1;12/04/2021;1696
27;BFC;70;2;12/04/2021;3338
27;BFC;70;1;19/04/2021;1045
27;BFC;70;2;19/04/2021;4357
27;BFC;70;1;26/04/2021;1357
27;BFC;70;2;26/04/2021;2667
27;BFC;71;1;18/01/2021;4700
27;BFC;71;1;25/01/2021;4375
27;BFC;71;2;25/01/2021;194
27;BFC;71;1;01/02/2021;3810
27;BFC;71;2;01/02/2021;873
27;BFC;71;1;08/02/2021;1603
27;BFC;71;2;08/02/2021;3375
27;BFC;71;1;15/02/2021;1413
27;BFC;71;2;15/02/2021;3703
27;BFC;71;1;22/02/2021;1367
27;BFC;71;2;22/02/2021;3220
27;BFC;71;1;01/03/2021;5578
27;BFC;71;2;01/03/2021;2942
27;BFC;71;1;08/03/2021;6390
27;BFC;71;2;08/03/2021;2057
27;BFC;71;1;15/03/2021;8728
27;BFC;71;2;15/03/2021;984
27;BFC;71;1;22/03/2021;10204
27;BFC;71;2;22/03/2021;1323
27;BFC;71;1;29/03/2021;6426
27;BFC;71;2;29/03/2021;5507
27;BFC;71;1;05/04/2021;5481
27;BFC;71;2;05/04/2021;5921
27;BFC;71;1;12/04/2021;3927
27;BFC;71;2;12/04/2021;8711
27;BFC;71;1;19/04/2021;2949
27;BFC;71;2;19/04/2021;10173
27;BFC;71;1;26/04/2021;3107
27;BFC;71;2;26/04/2021;6313
52;PDL;72;1;18/01/2021;1642
52;PDL;72;2;18/01/2021;4
52;PDL;72;1;25/01/2021;2699
52;PDL;72;2;25/01/2021;165
52;PDL;72;1;01/02/2021;2366
52;PDL;72;2;01/02/2021;475
52;PDL;72;1;08/02/2021;2248
52;PDL;72;2;08/02/2021;757
52;PDL;72;1;15/02/2021;1327
52;PDL;72;2;15/02/2021;2077
52;PDL;72;1;22/02/2021;1405
52;PDL;72;2;22/02/2021;2631
52;PDL;72;1;01/03/2021;1962
52;PDL;72;2;01/03/2021;2355
52;PDL;72;1;08/03/2021;1929
52;PDL;72;2;08/03/2021;2072
52;PDL;72;1;15/03/2021;4512
52;PDL;72;2;15/03/2021;1101
52;PDL;72;1;22/03/2021;5585
52;PDL;72;2;22/03/2021;1284
52;PDL;72;1;29/03/2021;6508
52;PDL;72;2;29/03/2021;1332
52;PDL;72;1;05/04/2021;4620
52;PDL;72;2;05/04/2021;1705
52;PDL;72;1;12/04/2021;2406
52;PDL;72;2;12/04/2021;4661
52;PDL;72;1;19/04/2021;1067
52;PDL;72;2;19/04/2021;5667
52;PDL;72;1;26/04/2021;898
52;PDL;72;2;26/04/2021;6436
84;ARA;73;1;18/01/2021;2973
84;ARA;73;1;25/01/2021;3629
84;ARA;73;2;25/01/2021;83
84;ARA;73;1;01/02/2021;3181
84;ARA;73;2;01/02/2021;873
84;ARA;73;1;08/02/2021;2989
84;ARA;73;2;08/02/2021;1094
84;ARA;73;1;15/02/2021;1561
84;ARA;73;2;15/02/2021;2996
84;ARA;73;1;22/02/2021;1195
84;ARA;73;2;22/02/2021;3519
84;ARA;73;1;01/03/2021;2022
84;ARA;73;2;01/03/2021;2849
84;ARA;73;1;08/03/2021;2228
84;ARA;73;2;08/03/2021;2441
84;ARA;73;1;15/03/2021;4822
84;ARA;73;2;15/03/2021;1074
84;ARA;73;1;22/03/2021;5172
84;ARA;73;2;22/03/2021;1044
84;ARA;73;1;29/03/2021;6527
84;ARA;73;2;29/03/2021;1204
84;ARA;73;1;05/04/2021;3820
84;ARA;73;2;05/04/2021;1892
84;ARA;73;1;12/04/2021;1414
84;ARA;73;2;12/04/2021;4656
84;ARA;73;1;19/04/2021;632
84;ARA;73;2;19/04/2021;5270
84;ARA;73;1;26/04/2021;536
84;ARA;73;2;26/04/2021;5685
84;ARA;74;1;18/01/2021;4221
84;ARA;74;2;18/01/2021;5
84;ARA;74;1;25/01/2021;4183
84;ARA;74;2;25/01/2021;99
84;ARA;74;1;01/02/2021;3288
84;ARA;74;2;01/02/2021;878
84;ARA;74;1;08/02/2021;3375
84;ARA;74;2;08/02/2021;2188
84;ARA;74;1;15/02/2021;1422
84;ARA;74;2;15/02/2021;3924
84;ARA;74;1;22/02/2021;728
84;ARA;74;2;22/02/2021;3953
84;ARA;74;1;01/03/2021;3417
84;ARA;74;2;01/03/2021;3258
84;ARA;74;1;08/03/2021;6478
84;ARA;74;2;08/03/2021;3052
84;ARA;74;1;15/03/2021;9072
84;ARA;74;2;15/03/2021;842
84;ARA;74;1;22/03/2021;12097
84;ARA;74;2;22/03/2021;872
84;ARA;74;1;29/03/2021;12828
84;ARA;74;2;29/03/2021;3351
84;ARA;74;1;05/04/2021;7807
84;ARA;74;2;05/04/2021;5189
84;ARA;74;1;12/04/2021;4065
84;ARA;74;2;12/04/2021;8753
84;ARA;74;1;19/04/2021;1334
84;ARA;74;2;19/04/2021;12163
84;ARA;74;1;26/04/2021;2102
84;ARA;74;2;26/04/2021;11476
11;IDF;75;1;18/01/2021;13697
11;IDF;75;2;18/01/2021;114
11;IDF;75;1;25/01/2021;10580
11;IDF;75;2;25/01/2021;1910
11;IDF;75;1;01/02/2021;9595
11;IDF;75;2;01/02/2021;5763
11;IDF;75;1;08/02/2021;8656
11;IDF;75;2;08/02/2021;6157
11;IDF;75;1;15/02/2021;3039
11;IDF;75;2;15/02/2021;13194
11;IDF;75;1;22/02/2021;4198
11;IDF;75;2;22/02/2021;10714
11;IDF;75;1;01/03/2021;28822
11;IDF;75;2;01/03/2021;9644
11;IDF;75;1;08/03/2021;23617
11;IDF;75;2;08/03/2021;7406
11;IDF;75;1;15/03/2021;26245
11;IDF;75;2;15/03/2021;2079
11;IDF;75;1;22/03/2021;32613
11;IDF;75;2;22/03/2021;3218
11;IDF;75;1;29/03/2021;23416
11;IDF;75;2;29/03/2021;21049
11;IDF;75;1;05/04/2021;14621
11;IDF;75;2;05/04/2021;18910
11;IDF;75;1;12/04/2021;2752
11;IDF;75;2;12/04/2021;26980
11;IDF;75;1;19/04/2021;893
11;IDF;75;2;19/04/2021;29234
11;IDF;75;1;26/04/2021;1495
11;IDF;75;2;26/04/2021;20023
28;NOR;76;1;18/01/2021;6677
28;NOR;76;2;18/01/2021;5
28;NOR;76;1;25/01/2021;6015
28;NOR;76;2;25/01/2021;1243
28;NOR;76;1;01/02/2021;4440
28;NOR;76;2;01/02/2021;3338
28;NOR;76;1;08/02/2021;4987
28;NOR;76;2;08/02/2021;4614
28;NOR;76;1;15/02/2021;2211
28;NOR;76;2;15/02/2021;6213
28;NOR;76;1;22/02/2021;1686
28;NOR;76;2;22/02/2021;5728
28;NOR;76;1;01/03/2021;7371
28;NOR;76;2;01/03/2021;4506
28;NOR;76;1;08/03/2021;13145
28;NOR;76;2;08/03/2021;4173
28;NOR;76;1;15/03/2021;15191
28;NOR;76;2;15/03/2021;1111
28;NOR;76;1;22/03/2021;22972
28;NOR;76;2;22/03/2021;1360
28;NOR;76;1;29/03/2021;18103
28;NOR;76;2;29/03/2021;7179
28;NOR;76;1;05/04/2021;10867
28;NOR;76;2;05/04/2021;12063
28;NOR;76;1;12/04/2021;4515
28;NOR;76;2;12/04/2021;15796
28;NOR;76;1;19/04/2021;1421
28;NOR;76;2;19/04/2021;22518
28;NOR;76;1;26/04/2021;1210
28;NOR;76;2;26/04/2021;17266
11;IDF;77;1;18/01/2021;4876
11;IDF;77;2;18/01/2021;2
11;IDF;77;1;25/01/2021;4216
11;IDF;77;2;25/01/2021;16
11;IDF;77;1;01/02/2021;3963
11;IDF;77;2;01/02/2021;2038
11;IDF;77;1;08/02/2021;2669
11;IDF;77;2;08/02/2021;3582
11;IDF;77;1;15/02/2021;1837
11;IDF;77;2;15/02/2021;3699
11;IDF;77;1;22/02/2021;1448
11;IDF;77;2;22/02/2021;4141
11;IDF;77;1;01/03/2021;11159
11;IDF;77;2;01/03/2021;3976
11;IDF;77;1;08/03/2021;9309
11;IDF;77;2;08/03/2021;2309
11;IDF;77;1;15/03/2021;11405
11;IDF;77;2;15/03/2021;1267
11;IDF;77;1;22/03/2021;15396
11;IDF;77;2;22/03/2021;1493
11;IDF;77;1;29/03/2021;10557
11;IDF;77;2;29/03/2021;8218
11;IDF;77;1;05/04/2021;4079
11;IDF;77;2;05/04/2021;9401
11;IDF;77;1;12/04/2021;693
11;IDF;77;2;12/04/2021;11720
11;IDF;77;1;19/04/2021;645
11;IDF;77;2;19/04/2021;15786
11;IDF;77;1;26/04/2021;191
11;IDF;77;2;26/04/2021;8275
11;IDF;78;1;18/01/2021;5602
11;IDF;78;2;18/01/2021;41
11;IDF;78;1;25/01/2021;5342
11;IDF;78;2;25/01/2021;57
11;IDF;78;1;01/02/2021;4909
11;IDF;78;2;01/02/2021;1106
11;IDF;78;1;08/02/2021;5230
11;IDF;78;2;08/02/2021;2356
11;IDF;78;1;15/02/2021;1879
11;IDF;78;2;15/02/2021;5764
11;IDF;78;1;22/02/2021;2122
11;IDF;78;2;22/02/2021;5086
11;IDF;78;1;01/03/2021;11401
11;IDF;78;2;01/03/2021;4801
11;IDF;78;1;08/03/2021;9570
11;IDF;78;2;08/03/2021;4046
11;IDF;78;1;15/03/2021;15045
11;IDF;78;2;15/03/2021;1212
11;IDF;78;1;22/03/2021;18986
11;IDF;78;2;22/03/2021;1643
11;IDF;78;1;29/03/2021;18176
11;IDF;78;2;29/03/2021;7965
11;IDF;78;1;05/04/2021;2030
11;IDF;78;2;05/04/2021;9739
11;IDF;78;1;12/04/2021;85
11;IDF;78;2;12/04/2021;14771
11;IDF;78;1;19/04/2021;49
11;IDF;78;2;19/04/2021;19228
11;IDF;78;1;26/04/2021;30
11;IDF;78;2;26/04/2021;17603
75;NAQ;79;1;18/01/2021;2593
75;NAQ;79;2;18/01/2021;3
75;NAQ;79;1;25/01/2021;2107
75;NAQ;79;2;25/01/2021;151
75;NAQ;79;1;01/02/2021;1435
75;NAQ;79;2;01/02/2021;443
75;NAQ;79;1;08/02/2021;1580
75;NAQ;79;2;08/02/2021;1139
75;NAQ;79;1;15/02/2021;1383
75;NAQ;79;2;15/02/2021;2400
75;NAQ;79;1;22/02/2021;879
75;NAQ;79;2;22/02/2021;2090
75;NAQ;79;1;01/03/2021;1470
75;NAQ;79;2;01/03/2021;1727
75;NAQ;79;1;08/03/2021;2721
75;NAQ;79;2;08/03/2021;1277
75;NAQ;79;1;15/03/2021;2486
75;NAQ;79;2;15/03/2021;1143
75;NAQ;79;1;22/03/2021;5471
75;NAQ;79;2;22/03/2021;594
75;NAQ;79;1;29/03/2021;10195
75;NAQ;79;2;29/03/2021;1286
75;NAQ;79;1;05/04/2021;5606
75;NAQ;79;2;05/04/2021;2464
75;NAQ;79;1;12/04/2021;1514
75;NAQ;79;2;12/04/2021;2504
75;NAQ;79;1;19/04/2021;27
75;NAQ;79;2;19/04/2021;5608
75;NAQ;79;1;26/04/2021;16
75;NAQ;79;2;26/04/2021;10268
32;HDF;80;1;18/01/2021;3703
32;HDF;80;2;18/01/2021;25
32;HDF;80;1;25/01/2021;2887
